,Number_Episode,Dates,Detectives,Title,Place,Links,Ratings,Ratingcounts,TV_stations,Amount_actors,Story,Director,Script,Camera,Story_words_amount,Story_len,Amount_Director,Amount_Script,Amount_Camera,Viewers_absolute,Viewers_%,Ranking,Ranking_after_1990,Ranking_city,Ranking_city_after_1990,Actors,Year,Month,Day,Ratings_simple
442,660,2007-03-25,Ritter/Stark,Dornröschens Rache,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/dornroeschens-rache/,3.4,132.0,RBB,10,"Die Ermittlungen verschlagen die beiden Berliner Hauptkommissare Till Ritter und Felix Stark diesmal in die brandenburgische Provinz. Richard Merten wurde ermordet in seiner Berliner Wohnung aufgefunden und seine Tochter Paula, die einzige Hinterbliebene, möchte ihn im Dorf ihrer Kindheit beerdigen. Hier wurde vor genau 20 Jahren in einem nahegelegenen Waldstück auch schon Paulas Mutter Emma umgebracht. Nach Emmas gewaltsamen Tod hatten Paula und ihr Vater den Ort Wieditz verlassen. Paula leidet noch immer unter dem Mord ihrer Mutter, denn der Täter wurde nie gefasst. Till Ritter und Felix Stark folgen der jungen Frau und merken schnell, dass sie in Wieditz nicht willkommen sind. Auch über Paulas Rückkehr sind die Dorfbewohner nicht gerade begeistert. Sie haben mit den Jahren eine dunkle Mauer des Schweigens aufgebaut. Niemand will damals etwas gesehen oder gehört haben. Lediglich Paulas Cousin Klaus Merten scheint sich um sie kümmern zu wollen. Doch letztendlich ist er nur auf Paulas Haus aus, denn auf dem Grundstück soll bald ein Golfplatzes gebaut werden. Nicht nur Paula ahnt, dass die beiden Morde ihrer Eltern zusammenhängen und der Ursprung der Taten hier in Wieditz liegt...  ",Christine Hartmann,Frauke Hunfeld,Peter Nix ,185,1200,1,1,1,7.58,21.1,853.0,651.0,63.0,47.0,"['Boris Aljinovic', 'Dominic Raacke', 'Ernst-Georg Schwill', 'Anna Thalbach', 'Joram Völklein', 'Günter Schubert', 'Steffen Münster', 'Hendrik Arnst', 'Hans-Uwe Bauer', 'Hans Diehl', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2007,03,25,34
443,659,2007-03-18,Thiel/Boerne,Ruhe sanft!,Münster,https://www.tatort-blog.de/folgen/tatort-muenster/ruhe-sanft/,3.5,578.0,WDR,12,"Der Bestattungsunternehmer Gerd Hönninger wurde in seinem eigenen Büro mit einem Kerzenleuchter erschlagen. Währenddessen wird in der Münsteraner Pathologie eingebrochen. Und für Hauptkommissar Thiel läuft es gerade richtig mies: Statt seinen geplanten Urlaub genießen zu können muss er sich jetzt mit Professor Boerne als Untermieter herumschlagen. Da lassen die Konflikte natürlich nicht lange auf sich warten. Auch die Spuren am Tatort im Bestattungsunternehmen ""Ruhe sanft"" deuten auf einen heftigen Streit hin. Verdächtig ist vor allem Frank, der jüngerer Bruder des Mordopfers, der ebenfalls im Bestattungsunternehmen arbeitet. Offenbar hatte er kein besonders gutes Verhältnis zu seinem Bruder. Bei seiner Recherche stößt Kommissar Theil im Internet auf einen bizarren Totenkult. Unbekannte haben hier Fotos von Toten veröffentlicht, denen man eine weiße Lilie auf die Brust gelegt hat. Die Spur führt zu der jungen Arzttochter Lucie Wulfes, die Kontakte zur Münsteraner Gruftie-Szene hegt. Ihr Vater Dr. Michael Wulfes ist geschockt, als er davon erfährt. Hat seine Tochter etwas mit dem Mord an dem Bestatter zu tun?  ",Manfred Stelzer,"Stefan Cantz, Jan Hinter",Egon Werdin ,165,1127,1,2,1,8.42,22.6,733.0,531.0,31.0,3.0,"['Jan Josef Liefers', 'Axel Prahl', 'Michael Lott', 'Maximilian Mauff', 'Marion Mitterhammer', 'ChrisTine Urspruch', 'Friederike Kempter', 'Hansa Czypionka', 'Alice Dwyer', 'Claudia Geisler', 'Mechthild Großmann', 'Claus D. Clausnitzer', nan, nan, nan, nan, nan, nan, nan, nan]",2007,03,18,35
444,658,2007-11-03,Casstorff,Liebeshunger,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/liebeshunger/,3.3,99.0,NDR,6,"Die 45-jährige Karin Freiberg wird ermordet in ihrer ""Arbeitswohnung"" gefunden. Sie hatte sogenannten ""Hausfrauensex"" angeboten, Prostitution ohne Anbindung ans Milieu. Zur Überraschung seiner Kollegen kannte Kommissar Jan Casstorff die Frau, denn er hatte vor vielen Jahren eine kurze, aber intensive Liebesaffäre mit ihr. Danach sah er sie nie wieder. Die übel zugerichtete Leiche nach Casstorff zu schaffen. Er beleuchtet zunächst den familiären Hintergrund des Opfers. Er trifft auf ihren im Rollstuhl sitzenden Ehemann Joachim Freiberg und deren 12-jährigen Sohn Felix. Mit ihrer Arbeit als Prostituierte hatte Karin – mit Wissen ihres Mannes – den Lebensunterhalt der Familie bestritten, nachdem ihr Mann nach einem Unfall seinen Beruf nicht mehr ausüben konnte. Castorffs Kollege Holicek ermittelt parallel im Umfeld der Arbeitswohnung. Bis auf den Hausmeister Kowalski reagieren die Mieter zwar schockiert, machen aber aus der offenen Ablehnung dieses Gewerbes in ihrem Haus keinen Hehl. Gestützt von der verständnisvollen Staatsanwältin Wanda Wilhelmi gelingt es Casstorff schließlich, die tragischen Zusammenhänge des Falles zu klären ... ",Thomas Bohn,Rafael Solá Ferrer,Clemens Messow ,162,1149,1,1,1,7.04,18.7,1001.0,799.0,72.0,5.0,"['Robert Atzorn', 'Jannik Schümann', 'Tilo Prückner', 'Nils Düwell', 'Natascha Bub', 'Ursula Karven', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2007,11,03,33
445,657,2007-02-25,Bienzle,Bienzle und sein schwerster Fall,Stuttgart,https://www.tatort-blog.de/folgen/tatort-stuttgart/bienzle-und-sein-schwerster-fall/,3.6,447.0,SWR,16,"Alles Suchen war vergebens: Trotz fieberhafter Ermittlungen der Polizei wird die 11-jährige Elena Hagen nach zwei Tagen ermordet im Wald gefunden. Als sie gefunden wird, trägt sie andere Kleider als bei ihrem Verschwinden. Für die verzweifelten Eltern macht dieses Detail zwar keinen Unterschied, für die Polizei gibt es dadurch jedoch Parallelen zu einem nicht aufgeklärten Fall aus dem Vorjahr. Auch die kleine Christine Meinhold wurde in fremder Kleidung gefunden, nachdem sie entführt, missbraucht und dann umgebracht worden war. Der damalige Soko-Leiter Hartwin Grossmann war felsenfest davon überzeugt, den Täter gefunden zu haben. Doch sein Verdacht gegen den jungen Kai Anschütz stützte sich allein auf Indizien, keine Beweise. Als er Anschütz mit Gewalt zu einem Geständnis bringen wollte, kostete ihn das den Job. Nun ist Grossmann wieder da und drängt Kommissar Bienzle, der die Mordermittlungen übernommen hat, Kai Anschütz sofort festzunehmen. Doch Bienzle denkt überhaupt nicht daran, sich auf Grossmanns Vorurteile einzulassen. Erst als sich weitere Parallelen zu dem damaligen Fall ergeben, lädt Bienzle Kai Anschütz zum Verhör vorladen. Doch der hat ein Alibi... ",Hartmut Griesmayr,Felix Huby,Hans-Jörg Allgeier ,174,1180,1,1,1,8.41,22.5,741.0,539.0,51.0,33.0,"['Dietz-Werner Steck', 'Tobias Schenke', 'Dirk Salomon', 'Walter Schultheiß', 'Klaus Spürkel', 'Bernd Tauber', 'Rita Russek', 'Rüdiger Wandel', 'Lisa Maria Potthoff', 'Max Gertsch', 'Sigrid Burkholder', 'Jürgen Hartmann', 'Eva Löbau', 'Martin Ontrop', 'Michaela Möldner', 'Joachim Berger', nan, nan, nan, nan]",2007,02,25,36
446,656,2007-02-18,Kappl/Deininger,Der Tote vom Straßenrand,Saarbrücken,https://www.tatort-blog.de/folgen/tatort-saarbruecken/der-tote-vom-strassenrand/,3.3,226.0,SR,14,"Mitten im Berufsverkehr fällt ein Mann auf einer belebten Straße tot aus seinem Wagen. Gerichtsmedizinerin Dr. Rhea Singh ist es zu verdanken, dass dieser mysteriöse Vorfall nicht als plötzlicher Herztod zu den Akten gelegt wird und die Mordkommission eingeschaltet wird. Der Tod von Kurt Nagel, einem Mathematiker am Saarbrücker ""Institut für Verfahrenstechnik"", gibt den beiden Hauptkommissaren Franz Kappl und Stefan Deininger einige Rätsel auf. Kappl betrachtet zudem argwöhnisch, dass Deiniger sich ein bisschen zu fürsorglich um die schöne Kollegin Dr. Singh kümmert. Die Gerichtsmedizinerin wird unterdessen von einem Stalker verfolgt. Er terrorisiert sie am Telefon und verschafft sich Zutritt zu ihrer Wohnung. Ist er der Wahnsinnige, der hier anscheinend eine Todesliste abarbeitet? Am Ende geraten Kappl und Deininger dann sogar selbst in Lebensgefahr... ",Rolf Schübel,"Fred Breinersdorfer, Leonie-Claire Breinersdorfer",Christopher Rowe ,124,866,1,2,1,7.21,19.8,952.0,750.0,29.0,22.0,"['Gregor Weber', 'Maximilian Brückner', 'Hartmut Volle', 'Urs Fabian Winiger', 'Lale Yavas', 'Andrea Wolf', 'Stefan Viering', 'Wanja Mues', 'Peter Franke', 'Fabian Busch', 'Ulrike Grote', 'Alice Hoffmann', 'Lea Linster', 'Steffi Mühlhan', nan, nan, nan, nan, nan, nan]",2007,02,18,33
447,655,2007-11-02,Borowski,Das Ende des Schweigens,Kiel,https://www.tatort-blog.de/folgen/tatort-kiel/das-ende-des-schweigens/,3.2,139.0,NDR,6,"Auf offener See wird ein leeres Seegelboot aufgegriffen - an Bord befinden sich Jacke, Schuhe und Handtasche von Silke Rohweder. Von der Frau selbst fehlt jedoch jede Spur. Zunächst deutet alles auf einen Selbstmord hin. Hauptkommissar Klaus Borowski hat aber seine Zweifel, die sich noch verstärken, als er Silke Rohweders Wohnung untersucht. Die Wohnung ist blitzsauber, was man bei einem bevorstehenden Selbstmord nicht erwarten kann. An den Wänden fehlen ein paar Fotos, die offensichtlich heruntergerissen wurden. Warum war Silke Rohwedder auf dem Boot? Und wer war auf den fehlenden Bildern zu sehen? Von den Nachbarn erfährt Borowski, dass Silke seit kurzem einen Freund hatte. Da sie ihn aber nur flüchtig zu Gesicht bekommen haben, können sie ihn nicht richtig beschreiben. Und dann finden sie in Silkes Handtasche noch eine weiter Neuigkeit: Silke war schwanger. Ihre Mutter bestätigt, dass sich Silke auf das Kind gefreut hat. Warum also sollte sie sich umbringen? Immer mehr Indizien bringen Borowski zu der Überzeugung, dass es kein Selbstmord war. Silkes 19-jährige Schwester Maxie verhält sich sehr seltsam. Nachdem sie von Borowski vom Tod ihrer Schwester erfährt, zettelt sie in eine Kneipe eine Prügelei an, bei der sie krankenhausreif geschlagen wird. Was weiß sie vom Tod ihrer Schwester, dass sie der Polizei nicht erzählen will? Hat sie vielleicht sogar etwas mit der Tod der Schwester zu tun und die Prügelei war so etwas wie eine Selbstbestrafung? Doch Maxie schweigt und auch Psychologin Frieda Jung kommt bei ihr nicht weiter. Noch bevor Borowski etwas brauchbares von Maxie erfahren kann, flüchtet die junge Frau aus dem Krankenhaus. Borowskis Suche konzentriert sich auf Silkes unbekannten Freund. Angeblich heißt er Sandor Kovac und soll für den Geheimdienst arbeiten...  ",Buddy Giovinazzo,Jörg von Schlebrügge,Roman Nowocien ,280,1801,1,1,1,7.7,20.5,898.0,696.0,32.0,25.0,"['Axel Milberg', 'Susanne Lothar', 'Thomas Kügel', 'Thomas Heinze', 'Maren Eggert', 'Anna Brüggemann', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2007,11,02,32
448,654,2007-01-28,Odenthal/Kopper,Roter Tod,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/roter-tod/,3.1,139.0,SWR,13,"Der Todesfall von Dr. Iris Wegener scheint eindeutig Selbstmord zu sein: Die junge Frau wird mit aufgeschnittenen Pulsadern in einer Badewanne gefunden. Zudem finden die Ludwigshafener Kommissare Lena Odenthal und Mario Kopper ein Kündigungsschreiben von der Klinik, in der sie arbeitete und eine Anzeige gegen sie wegen fahrlässigen Umgangs mit Blutkonserven. Doch der Bericht des Pathologen sagt aus, dass Dr. Wegener sich die tödlichen Schnitte nicht selbst beigebracht haben kann. Aus Lena Odenthals und Mario Koppers Untersuchung wird also eine Mordermittlung. Der erste Verdächtige ist jener junge Mann, der Iris Wegener beschuldigt hatte, ihn bei einer Operation mit HIV infiziert zu haben, weil die Blutkonserve verseucht war. Beim Verhör zeigt sich, dass Enzo Marcheses Leben durch die Infektion vollkommen aus der Bahn geraten ist. Die angestrebte Karriere als Profiboxer musste er aufgeben. Seine Trainingskollegen haben zwar Mitgefühl für ihn, doch wegen der möglichen Ansteckungsgefahr wollen sie nicht mehr mit ihm trainieren. Auch seine Beziehung ging wegen der Angst vor einer Ansteckung in die Brüche. Enzo Marchese kann seine Wut gegen die Ärzte nur mühsam unterdrücken, streitet die Tat jedoch vehement ab. Angeblich will er lediglich juristisch gegen das Krankenhaus vorgehen...  ",Christoph Stark,Horst Freund,Ralf Noack ,192,1300,1,1,1,9.11,23.9,611.0,409.0,29.0,2.0,"['Ulrike Folkerts', 'Andreas Hoppe', 'Andreas Schmidt', 'Annalena Schmidt', 'Sesede Teriyan', 'Petra Welteroth', 'Marleen Lohse', 'Ana Kerezovic', 'Esther Esche', 'Markus Hering', 'Josef Heynert', 'Achim Buch', 'Peter Espeloer', nan, nan, nan, nan, nan, nan, nan]",2007,01,28,31
449,653,2007-01-21,Lürsen/Stedefreund,Schwelbrand,Bremen,https://www.tatort-blog.de/folgen/tatort-bremen/schwelbrand/,3.3,225.0,RB,14,"In Bremen findet ein großes ""Live-Konzert gegen Rechts"" statt und die Stadt ist im Starfieber. Besonders freuen sich die Bremer auf die berühmte Rocksängerin Dana (Jeanette Biedermann), die mit ihrer Band auf dem Konzert auftreten soll. Im Vorfeld des Konzerts wird der Plakatkleber Ahmed Aksu lebensgefährlich verletzt. Für Kommissarin Inga Lürsen und ihren Kollegen Stedefreund sieht alles nach einer Tat mit rechtsradikalem Hintergrund aus, und so ermitteln sie in der Bremer Neonaziszene. Doch von den Tätern ist keine Spur zu finden. Während die Kommissare ermitteln, wird die Assistentin von Rockröhre Dana ermordet. Das Opfer trug zur Tatzeit Danas Mantel. Wurde sie verwechselt und der Angriff galt in Wahrheit Dana? Oder stecken auch diesmal wieder die Neonazis dahinter? Inga Lürsen und Stedefreund läuft die Zeit davon, denn das geplante Konzert soll reibungslos über die Bühne gehen...  ",Thorsten Näter,Thorsten Näter,Joachim Hasse ,137,899,1,1,1,7.43,19.4,963.0,761.0,40.0,37.0,"['Sabine Postel', 'Oliver Mommsen', 'Sven Fricke', 'Georg Blumreiter', 'Dorina Maltschewa', 'Marie Lucht', 'Christoph Franken', 'Abdullah Daglioglu', 'Thomas Sarbacher', 'Florian Panzner', 'Camilla Renschke', 'Winfried Hammelmann', 'Jeanette Biedermann', 'Bjarne Mädel', nan, nan, nan, nan, nan, nan]",2007,01,21,33
450,652,2007-07-01,Bienzle,Bienzle und die große Liebe,Stuttgart,https://www.tatort-blog.de/folgen/tatort-stuttgart/bienzle-und-die-grosse-liebe/,3.2,121.0,SWR,15,"Der Kranführer Jochen Heeb wird erschossen aufgefunden - hoch oben in der Krankanzel auf der Großbaustelle der neuen Stuttgarter Messe. Obwohl die Baustelle nachts von der Securityfirma SSF bewacht wird, wurden in derselben Nacht zum wiederholten Mal Baumaschinen gestohlen. Der Wert der Diebesbeute betrug diesmal eine halbe Million Euro. Kommissar Ernst Bienzle und sein Kollege Günter Gächter stoßen bei ihren Ermittlungen zunächst auf einen militanten Gegner des Messebaus, Stefan Ortlieb. Der gibt zwar zu, in der Nacht das neue Parkhaus mit Parolen besprüht zu haben, aber er bestreitet, etwas mit dem Mord zu tun zu haben. Auch der SSF-Mitarbeiter Milan Popov macht sich verdächtig. Er hatte in der Nacht auf diesem Bauabschnitt Dienst. Und von dem heftigen Streit mit seinem ehemaligen Schachpartner Jochen Heeb, der Milans Frau Kathi belästigt hatte, wusste die ganze Baustelle... 				 ",Hartmut Griesmayr,"Felix Huby, Birgit Maiwald",Andreas Bein ,136,895,1,2,1,7.59,20.1,916.0,714.0,59.0,4.0,"['Dietz-Werner Steck', 'Klaus Spürkel', 'Walter Schultheiß', 'Katja Studt', 'Urs Fabian Winiger', 'Rüdiger Wandel', 'Margrit Sartorius', 'Dirk Salomon', 'Christian Heller', 'Ferdinand Grözinger', 'Mišel Matičević', 'Jan Messutat', 'Rita Russek', 'Philipp Moog', 'Thomas Anzenhofer', nan, nan, nan, nan, nan]",2007,07,01,32
451,651,2007-01-01,Ballauf/Schenk,Die Blume des Bösen,Köln,https://www.tatort-blog.de/folgen/tatort-koeln/die-blume-des-boesen/,3.5,273.0,WDR,8,"Familieneinsatz für den Kölner Hauptkommissar Max Ballauf: er muss einige Tage auf die Tochter seiner Cousine Beatrice aufpassen. Die ehemalige Softpornodarstellerin muss wegen einer Krebsuntersuchung ins Krankenhaus. Ausgerechnet jetzt wird er am Telefon von einem Unbekannten bedroht. Und eine Frau, mit der er vor Jahren einen One-Night-Stand hatte, wird auf brutale Weise ermordet. Am Tatort lässt der Täter eine rote Lilie zurück. Max Ballauf und sein Kollege Freddy Schenk tappen im Dunkeln. Offenbar will sich der Täter für irgendetwas rächen, an dem er Ballauf die Schuld gibt. Doch so sehr die beiden Kommissare auch alte Fälle prüfen, sie finden keine plausible Hinweise in der Vergangenheit. Klar ist nur, es handelt sich um einen gezielten Feldzug gegen Max Ballauf. Als dann eine weitere Ex-Freundin von Max Ballauf entführt wird, beginnt ein Wettlauf mit der Zeit. Der Unbekannte schickt den Kommissar mit 300.000 Euro Lösegeld durch die halbe Stadt, nur um ihn dann dazu zu bringen, das Geld öffentlich zu verbrennen. Letztlich kann Max Ballauf auch den Tod dieser Ex-Freundin nicht mehr verhindern. Die einzigen Spuren, die der Unbekannte zurücklässt, sind die Blumen, ein kryptisches Kreuzworträtsel und das Gift, mit dem die Opfer getötet wurden. Es stammt ausgerechnet aus dem Labor, in dem die Polizei es untersuchen lässt. Und dann überschlagen sich die Ereignisse, als trotz aller Sicherungsmaßnahmen die kleine Anna entführt wird. Max Ballauf steht vor der größten Herausforderung seines Lebens...  ",Thomas Stiller,Thomas Stiller,Marc Liesendahl ,232,1522,1,1,1,7.22,19.1,974.0,772.0,80.0,73.0,"['Dietmar Bär', 'Klaus J. Behrendt', 'Jürgen Schornagel', 'Alexandra von Schwerin', 'Tessa Mittelstaedt', 'Nadeshda Brennicke', 'Joe Bausch', 'Luzie Kurth', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2007,01,01,35
452,650,2006-12-17,Ehrlicher/Kain,Schlaflos in Weimar,Leipzig,https://www.tatort-blog.de/folgen/tatort-leipzig/schlaflos-in-weimar/,3.2,118.0,MDR,12,"Seit fünf Jahren sitz Michael Köster bereits im Gefängnis. Hier nimmt er an einer Therapie für Häftlinge teil, die von dem Weimarer Kunstprofessor und Maler Robert Henze geleitet wird. Während eines begleiteten Freigangs in das Leipziger Bildermuseum ergreift er die Flucht, wobei ein Vollzugsbeamter im Fahrstuhl getötet wird. Seinem Kollegen Peter Vosskamp gelingt es nicht, Köster an der Flucht hindern. Warum flieht er, hatte er doch nur noch sechs Monate abzusitzen? Wegen Vosskamps Aussage zum Tathergang steht Köster unter Mordverdacht. Außerdem finden sich seine Fingerabdrücke auf der Flasche mit abgeschlagenem Hals, mit der die Kehle des Toten durchbohrt wurde. In der Zelle des Flüchtigen finden die Kommissare Kain und Ehrlicher einen Abschiedsbrief seiner Freundin Judith aus Weimar. Sie vermuten, dass Köster zu ihr fahren wollte und begeben sich ebenfalls auf den Weg. Dort gelingt es ihnen zwar Köster festzunehmen, doch schon bald wachsen die Zweifel an seiner Täterschaft. Den Aufenthalt in Weimar nutzt Ehrlicher für den Besuch eines Freundes, der sich dort als Arzt niedergelassen hat. Er sucht bei ihm Rat wegen der Stiche in seiner Herzgegend und der andauernden Schlaflosigkeit, die ihn seit einiger Zeit quält. Und dann geschieht auch in Weimar ein rätselhafter Mord. Das Opfer ist Gabriele Teichert, die Leiterin des Amtes für Denkmalschutz. Kommissar Ehrlicher findet heraus, dass Frau Teichert die Mutter von Kösters Freundin ist. In der Wohnung des Mordopfers kann die Kriminaltechnik wieder Fingerabdrücke von Michael Köster sichern. Damit ist klar, dass die beiden Morde in Verbindung stehen. Nun geraten der Kunstprofessor Robert Henze und der Vollzugsbeamte Peter Vosskamp ins Visier der Ermittlungen...  ",Uwe Janson,Andreas Pflüger,Philipp Sichler ,261,1738,1,1,1,7.52,20.7,891.0,689.0,38.0,38.0,"['Bernd Michael Lade', 'Peter Sodann', 'Christian Schmidt', 'Christoph Waltz', 'Niels Bruno Schmidt', 'Ingrid Sattes', 'Oona Devi Liebich', 'Christian Grashof', 'Claudia Hübschmann', 'Annette Kruschke', 'Hansa Czypionka', 'Walter Nickel', nan, nan, nan, nan, nan, nan, nan, nan]",2006,12,17,32
453,649,2006-03-12,Dellwo/Sänger,Der Tag des Jägers,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/der-tag-des-jaegers/,3.2,373.0,HR,10,"Im Hinterhof eines Hauses wird der Hausmeister erschossen, der früh morgens einen Laubbläser in Gang gesetzt hatte. Dringend tatverdächtig ist einer der Anwohner, der vor Kurzem von seiner Familie verlassen wurde. Nun hat er einen Nachbarn als Geisel genommen und befindet sich mit ihm auf der Flucht. Die Polizei löst eine Großfahndung aus, denn es ist zu befürchten, dass der Täter noch weitere Morde begehen wird. In den Verhören mit der Ehefrau der Geisel und der Ex-Frau des Täters bekommen die beiden Frankfurter Kommissare Fritz Dellwo und Charlotte Sänger Zweifel, was sich in der Nacht vor der Tat tatsächlich abgespielt hat. Der Leiter der Mordkommission, Rudi Fromm, ist ihnen bei den Ermittlungsarbeiten keine große Hilfe. Private Probleme und der zermürbende Polizeialltag lassen ihn am Sinn seiner Arbeit zweifeln. Er zieht sich mehr und mehr zurück und scheint sich nur noch für den belgischen Kommissar van Boiten zu interessieren. Fritz Dellwo hingegen hält wenig von van Boiten, der mit seinem Buch über Täter-Profile internationales Renommee erlangt hat. Und auch Charlotte Sänger steht van Boiten eher skeptisch gegenüber. Dennoch gibt gerade er den Kommissaren letztlich den entscheidenden Hinweis...  ",Nikolaus Stein von Kamienski,Nikolaus Stein von Kamienski,Arthur W. Ahrweiler ,188,1223,1,1,1,6.5,17.5,1038.0,836.0,74.0,56.0,"['Andrea Sawatzki', 'Jörg Schüttauf', 'Marie-Lou Sellem', 'Oliver Stritzel', 'Thierry van Werveke', 'Thomas Balou Martin', 'Sascha Göpel', 'Stephan Kampwirth', 'Peter Lerchbaumer', 'Anica Dobra', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,03,12,32
454,648,2006-11-26,Batic/Leitmayr,Das verlorene Kind,München,https://www.tatort-blog.de/folgen/tatort-muenchen/das-verlorene-kind/,3.4,162.0,BR,8,"Unbemerkt von der Öffentlichkeit wird in einer Münchner Etagenwohnung ein Mensch gefangen gehalten und nach jahrelangem Martyrium endlich aufgefunden. So steht es in der Presse. Die Münchner Hauptkommissare Franz Leitmayr, Ivo Batic und Oberkommissar Carlo Menzinger stoßen nach dem Mord an dem 67-jährigen Adalbert Kirchner auf ein grausames Schicksal: Ans Bett gefesselt, vegetierte der schwer behinderte 31-jährige Hans - abgeschottet von der Außenwelt - in der elterlichen Wohnung vor sich hin. Hans ist nicht gemeldet, er ging nie zur Schule. Oberkommissar Carlo Menzinger ist einem vagen Verdacht nachgegangen und in der Nacht durch seltsame Geräusche auf Hans gestoßen. Hans' Schwester Sabine Schmiedinger sieht ihren Bruder in der Psychiatrie wieder, mit Medikamenten ruhig gestellt. Das zuständige medizinische Team um die Ärztin Jeanne Degert und den ehrgeizigen Dr. Klein will Hans gründlich untersuchen und erklären, Sabine habe kein Recht, den behinderten Bruder zu sich zu nehmen, bis die Vormundschaft geklärt ist. Franz Leitmayr und Ivo Batic müssen einräumen, dass Hans unter dem Verdacht steht, seinen Vater erschlagen zu haben...  ",Jobst Christian Oetzmann,"Jobst Christian Oetzmann, Magnus Vattrodt",Hanno Lentz ,169,1150,1,2,1,7.04,19.0,988.0,786.0,105.0,8.0,"['Udo Wachtveitl', 'Miroslav Nemec', 'Sophie von Kessel', 'Max Herbrechter', 'Lena Stolze', 'Arndt Schwering-Sohnrey', 'Michael Fitz', 'Ralph Misske', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,11,26,34
455,647,2006-11-19,Ritter/Stark,Liebe macht blind,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/liebe-macht-blind/,3.3,137.0,RBB,14,"Eine Nacht wie viele in der Großstadt Berlin. Ein Radiomoderator (Jörg Thadeuzs) führt durch seine Show für einsame Herzen ...da wird ein allein stehender gut aussehender Mann in seiner Wohnung erschlagen aufgefunden. Die Ermordung des erfolgreichen Anwalts Mohr führt Ritter und Stark in die Welt der Großstadtsingles. Mohr war Dauergast bei verschiedenen Speed-Dating-Einrichtungen, obwohl er mit seiner attraktiven Kollegin Nina (Aglaia Szyskowitz) ein Verhältnis hatte. War Eifersucht im Spiel? Denn es gibt auch noch Kirsten (Elena Uhlig), die Mohr beim Speed-Dating kennen lernte und mit der er ein Verhältnis begann. Beide Frauen haben ein Motiv; und Kirsten, die impulsive Verkäuferin in einer Boutique, hatte durch eine Indiskretion auch noch erfahren, dass Mohrs Kanzlei Steuerbetrügereien nicht abgeneigt ist. Kirsten flüchtet, als sie merkt, dass die Polizei ihr auf der Spur ist. Aber auch ihr älterer Bruder Paul (Timo Dierkes), der ein überaus enges Verhältnis zu seiner Schwester pflegt, gerät unter Mordverdacht. Für seine schwangere Frau Marie (Heidrun Gärtner) ist die schillernde Kirsten ein Dorn im Auge. Ritter und Stark müssen sich mit starken Gefühlen auseinander setzen und erfahren, wie gefährlich sie werden können, wenn sich aus enttäuschter Liebe Hass entwickelt...  ",Peter Fratzscher,Stefan Rogall,Wolf Siegelmann ,191,1296,1,1,1,8.66,23.1,674.0,472.0,41.0,25.0,"['Dominic Raacke', 'Boris Aljinovic', 'Ernst-Georg Schwill', 'Veit Stübner', 'Aglaia Szyszkowitz', 'Elena Uhlig', 'Jörg Thadeusz', 'Robert Schupp', 'Franziska Schlattner', 'Timo Dierkes', 'Heidrun Gärtner', 'Christian Maria Goebel', 'Ivana Kansy', 'Steffen Schroeder', nan, nan, nan, nan, nan, nan]",2006,11,19,33
